id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
51040301-19,RM,"[""I found the book!"",""bI found my diary from back when we first met. I've been looking all over for it, and there it was!""]",104,SMS_I_RM_03_05_01,80,SMS_I_RM_03_06_01,0,0,/Did you write down your first impression of me?,?Did you write down your first impressions of the other members?,
51040401-9,RM,"[""Namjun!"",""A beast...?""]",80,SMS_I_RM_04_02_01,104,SMS_I_RM_04_03_01,56,SMS_I_RM_04_04_01,A cold?,A slump?,Is it Taehyung?
51040401-19,RM,"[""Namjun!"",""You can do it, Manager""]",104,SMS_I_RM_04_05_01,80,SMS_I_RM_04_06_01,0,0,I'll try.,I can't.,
51040701-9,RM,"[""Manager!"",""/Anyway, anyway... Which one do you like better?""]",80,Video_I_RM_07_02_01,104,Video_I_RM_07_03_01,56,Video_I_RM_07_04_01,Where are you going?,Who are you meeting?,Why are you asking me?
51040701-16,RM,"[""Manager!"",""Hurry up and choose one!!!""]",104,Video_I_RM_07_05_01,56,Video_I_RM_07_06_01,80,Video_I_RM_07_07_01,Left,Right,#You must really like these clothes.
51041101-3,RM,"[""The night has fallen"",""Are you ready""]",104,SMS_I_RM_11_02_01,80,SMS_I_RM_11_03_01,0,0,Ready for what?,Yes! I'm ready!,
51041101-14,RM,"[""The night has fallen"",""Ah...""]",104,SMS_I_RM_11_05_01,56,SMS_I_RM_11_06_01,80,SMS_I_RM_11_07_01,#Don't tell me you thought I forgot!,I forgot...,It's tomorrow...
51041201-4,RM,"[""Manager"",""take notes on?""]",80,SMS_I_RM_12_02_01,104,SMS_I_RM_12_03_01,0,0,The group's schedule,It's a personal journal,
51041201-18,RM,"[""Manager"",""and remember later""]",56,SMS_I_RM_12_05_01,80,SMS_I_RM_12_06_01,104,SMS_I_RM_12_07_01,%So it's a collection of your thoughts,*Do you have quotes from the other members?,(I bet it's a great incubator for lyrics!
51050101-3,Jimin,"[""Jimin. Where are you?"",""(Hello Manager. I'm in the practice room.""]",104,SMS_I_Jimin_01_02_01,56,SMS_I_Jimin_01_03_01,80,SMS_I_Jimin_01_04_01,You don't have to be so formal!,You replied almost immediately!,Why are you there?
51050101-14,Jimin,"[""Jimin. Where are you?"",""?If I'm not working hard, I feel like I'm doing something wrong!""]",104,SMS_I_Jimin_01_05_01,80,SMS_I_Jimin_01_06_01,0,0,Why would you say that?,Why do you think that?,
51050201-3,Jimin,"["""",""Manager... You did this, right?""]",80,SMS_I_Jimin_02_02_01,104,SMS_I_Jimin_02_03_01,56,SMS_I_Jimin_02_04_01,Have I been found out already?,#Enjoy it and good luck at practice!,I found it on my way here.
51050201-15,Jimin,"["""",""Manager... You did this, right?"",""Old? That's sure not me haha""]",80,SMS_I_Jimin_02_05_01,56,SMS_I_Jimin_02_06_01,104,SMS_I_Jimin_02_07_01,What's your favorite food?,What's your favorite game?,What kind of videos do you like?
51050301-7,Jimin,"[""Manager T_T"",""5It looks hungry but I can't feed it just anything T_T""]",160,SMS_I_Jimin_03_02_01,208,SMS_I_Jimin_03_03_01,112,SMS_I_Jimin_03_04_01,Cat food!,Chicken breast!,Yummy snacks!
51050601-7,Jimin,"[""0Jimin! I heard you went somewhere with Jeongguk!"",""Guess what we're doing! Hehe""]",56,SMS_I_Jimin_06_02_01,104,SMS_I_Jimin_06_03_01,80,SMS_I_Jimin_06_04_01,Going to the shooting range?,Playing a shooter game?,I don't know...
51050601-16,Jimin,"[""0Jimin! I heard you went somewhere with Jeongguk!"",""But it's fun, lol!""]",56,SMS_I_Jimin_06_05_01,80,SMS_I_Jimin_06_06_01,104,SMS_I_Jimin_06_07_01,Focus on the game!,Does Jeongguk scold you?,It's fine if you're having fun!
51050801-4,Jimin,"[""Why are you so kind, Jimin?"",""8Being so kind to a street cat you've never met before...""]",104,SMS_I_Jimin_08_02_01,56,SMS_I_Jimin_08_03_01,80,SMS_I_Jimin_08_04_01,"4If love was a person I wonder if it'd be you, Jimin.",I want to be a street cat...,&How did you become such a kind person?
51050801-14,Jimin,"[""Why are you so kind, Jimin?"",""Hating people is distressing""]",80,SMS_I_Jimin_08_05_01,104,SMS_I_Jimin_08_06_01,0,0,I kind of enjoy it...,I understand how you feel!,
51051101-3,Jimin,"[""\""Manager, I'm never going to forget"",""+That you didn't pick up your phone - twice!""]",104,SMS_I_Jimin_11_02_01,80,SMS_I_Jimin_11_03_01,0,0,Sorry Jimin...,Are you sure you called me?,
51051101-18,Jimin,"[""\""Manager, I'm never going to forget"",""+What do you do Manager? So I can try it too""]",56,SMS_I_Jimin_11_05_01,104,SMS_I_Jimin_11_06_01,80,SMS_I_Jimin_11_07_01,I don't do anything,Get out of the house first,It really depends
51051201-10,Jimin,"[""Starting now"",""=So... are there any gifts you would like to receive, manager?""]",80,SMS_I_Jimin_12_02_01,104,SMS_I_Jimin_12_03_01,0,0,Yes!,No!,
51051201-20,Jimin,"[""Starting now"",""""]",56,SMS_I_Jimin_12_05_01,80,SMS_I_Jimin_12_06_01,104,SMS_I_Jimin_12_07_01,There's really nothing...,Can I tell you what I want?,I was waiting for you to ask...
51060101-12,V,"[""Taehyung"",""Do you know why, Manager?""]",160,SMS_I_V_01_02_01,208,SMS_I_V_01_03_01,112,SMS_I_V_01_04_01,"""I'm not sure, I don't know either.","What do you think, Taehyung?",4It's because of the color violet's refractive index.
51060201-15,V,"[""I figured it out"",""How does that sound?""]",208,SMS_I_V_02_02_01,160,SMS_I_V_02_03_01,112,SMS_I_V_02_04_01,It's great!,That's grand.,I'm not so sure...
51060301-8,V,"[""CDon't you think it would be possible to play EDM using a saxophone?"",""Oh, and also... Hm...""]",56,SMS_I_V_03_02_01,80,SMS_I_V_03_03_01,104,SMS_I_V_03_04_01,")You really are 4-dimensional, aren't you.",Is your blood type AB?,";Your mind moves so fast, Taehyung, the world can't keep up!"
51060301-19,V,"[""CDon't you think it would be possible to play EDM using a saxophone?"",""Cypher cypher!""]",104,SMS_I_V_03_05_01,80,SMS_I_V_03_06_01,0,0,"%Do whatever you want to do, Taehyung!",Rap? Can you do that?,
51060601-18,V,"[""Taehyung where are you?"",""&Am I a little difficult to understand?""]",160,SMS_I_V_06_02_01,208,SMS_I_V_06_03_01,112,SMS_I_V_06_04_01,It can seem that way sometimes.,!That's what's charming about you.,"Nope, not at all!"
51060701-24,V,"[""???"",""Stuff like that""]",160,SMS_I_V_07_02_01,112,SMS_I_V_07_03_01,208,SMS_I_V_07_04_01,Can I use it now?,I want to save it!,You're going to do anything?
51061101-4,V,"[""I'm looking for someone"",""I'm looking for BTS's manager!""]",80,SMS_I_V_11_02_01,104,SMS_I_V_11_03_01,0,0,You realized I wasn't there huh?,I can't be there today...,
51061101-12,V,"[""I'm looking for someone"",""+Will you come back now that I've said this?""]",56,SMS_I_V_11_05_01,104,SMS_I_V_11_06_01,80,SMS_I_V_11_07_01,#Wait a little bit longer please T_T,Loool okay I'll be right there!,Is something wrong?
51061201-7,V,"[""The picture that you"",""Really like it ahem""]",80,SMS_I_V_12_02_01,104,SMS_I_V_12_03_01,0,0,So good-looking seriously,&You look like you have a story to tell,
51061201-21,V,"[""The picture that you"",""""]",56,SMS_I_V_12_05_01,80,SMS_I_V_12_06_01,104,SMS_I_V_12_07_01,An energetic one about youth,A romantic time travel story,"The movie in your head, Taehyung"
51070101-8,Jungkook,"[""Jeongguk"",""I can get items if I invite you.""]",53,SMS_I_Jungkook_01_02_01,69,SMS_I_Jungkook_01_03_01,0,0,I feel used.,"Invite me all you want, then.",
51070101-23,Jungkook,"[""Jeongguk"",""Is GeniusManager you, Manager?""]",69,SMS_I_Jungkook_01_05_01,53,SMS_I_Jungkook_01_06_01,0,0,Who else would it be?,Have you been paying attention?,
51070101-33,Jungkook,"[""Jeongguk"",""*..Thank you..*""]",53,SMS_I_Jungkook_01_08_01,69,SMS_I_Jungkook_01_09_01,0,0,You don't like it?,"Alright, thanks.",
51070301-9,Jungkook,"[""Jeongguk"",""Ah... I mean, it's good.""]",104,SMS_I_Jungkook_03_02_01,56,SMS_I_Jungkook_03_03_01,80,SMS_I_Jungkook_03_04_01,",You're playing a game right now, aren't you?",Wow rekt,I thought you were a robot!
51070301-21,Jungkook,"[""Jeongguk"",""Yesyesyesyesyesyes""]",104,SMS_I_Jungkook_03_05_01,80,SMS_I_Jungkook_03_06_01,56,SMS_I_Jungkook_03_07_01,"That much, huh?",Me or lamb kebabs?,Never mind.
51070501-8,Jungkook,"[""The hyungs made fun of me."","".Even though Namjun hyung's done this before...""]",80,SMS_I_Jungkook_05_02_01,104,SMS_I_Jungkook_05_03_01,0,0,That was mean!,They do it because you're cute.,
51070501-25,Jungkook,"[""The hyungs made fun of me."",""I didn't think you'd come.""]",80,SMS_I_Jungkook_05_05_01,104,SMS_I_Jungkook_05_06_01,0,0,Don't forget next time.,How could I not?,
51070601-4,Jungkook,"[""Manager"",""What do I hate the MOST?""]",104,SMS_I_Jungkook_06_02_01,80,SMS_I_Jungkook_06_03_01,56,SMS_I_Jungkook_06_04_01,Bugs.,Mondays.,All the conflict in the world.
51070601-13,Jungkook,"[""Manager"",""&Made me realize what I really dislike.""]",80,SMS_I_Jungkook_06_05_01,104,SMS_I_Jungkook_06_06_01,56,SMS_I_Jungkook_06_07_01,Waking up early?,Sweating?,Dieting?
51070701-13,Jungkook,"[""Look at this"",""Pfft.""]",112,SMS_I_Jungkook_07_02_01,208,SMS_I_Jungkook_07_03_01,160,SMS_I_Jungkook_07_04_01,"Sure, sure.","#A little arrogant today, aren't we?","Your face is #1, too."
51071101-4,Jungkook,"[""Hello"",""%Today we'll be learning about laundry""]",104,SMS_I_Jungkook_11_02_01,56,SMS_I_Jungkook_11_03_01,80,SMS_I_Jungkook_11_04_01,What are your qualifications?,What kind of laundry is it,I'm good at laundry too
51071101-16,Jungkook,"[""Hello"",""iOne thing to watch out for: Do not place folded laundry into the machine. It'll spin in its folded state!""]",80,SMS_I_Jungkook_11_05_01,56,SMS_I_Jungkook_11_06_01,104,SMS_I_Jungkook_11_07_01,Impressive,That's basic stuff,What does this class cost?
51071201-9,Jungkook,"[""'Is there someone next to you right now?"",""(Are you good at keeping secrets Manager?""]",80,SMS_I_Jungkook_12_02_01,104,SMS_I_Jungkook_12_03_01,56,SMS_I_Jungkook_12_04_01,Really good,I'll try my best,I'm a regular chatterbox
51071201-24,Jungkook,"[""'Is there someone next to you right now?"",""""]",104,SMS_I_Jungkook_12_05_01,56,SMS_I_Jungkook_12_06_01,80,SMS_I_Jungkook_12_07_01,That's cute,That's not a big deal,Send me a picture
81015006-5,Jin,"[""Do you know what you need"",""#I asked because I'm not sure either""]",80,SMS_5S3_Jin_006_02_01,56,SMS_5S3_Jin_006_03_01,104,SMS_5S3_Jin_006_04_01,Lighting,A subject,A background
81015006-19,Jin,"[""Do you know what you need"",""""]",104,SMS_5S3_Jin_006_05_01,80,SMS_5S3_Jin_006_06_01,56,SMS_5S3_Jin_006_07_01,A stage of course,"""When you're with the other members",The universe and stars...
81015007-5,Jin,"[""Manager? Manager?"",""\""I dreamed it less than 2 hours ago""]",104,SMS_5S3_Jin_007_02_01,80,SMS_5S3_Jin_007_03_01,0,0,Was it a good dream?,Was it... a bad dream?,
81015007-16,Jin,"[""Manager? Manager?"",""any time""]",104,SMS_5S3_Jin_007_05_01,56,SMS_5S3_Jin_007_06_01,80,SMS_5S3_Jin_007_07_01,Can I reserve your next 5?,Tell me the secret...,What happened in the dream?
81015008-3,Jin,"[""!I've been observing all this time"",""MAnd it seems to me that you're not wearing your massage slippers much lately?""]",104,SMS_5S3_Jin_008_02_01,80,SMS_5S3_Jin_008_03_01,0,0,"No, I wear them lots",Ouch...,
81015008-18,Jin,"[""!I've been observing all this time"",""*Wore the massage slippers and did 'that'!!""]",104,SMS_5S3_Jin_008_05_01,80,SMS_5S3_Jin_008_06_01,56,SMS_5S3_Jin_008_07_01,Walking up and down stairs?,Jogging?,Jumping rope?
81015010-10,Jin,"[""SeokJinie is crying T_T"",""/But I can't find it now that I'm looking for it""]",80,SMS_5S3_Jin_010_02_01,104,SMS_5S3_Jin_010_03_01,0,0,Maybe you misplaced it?,Maybe someone borrowed it?,
81015010-22,Jin,"[""SeokJinie is crying T_T"",""%Loool someone who wants to be cute...""]",104,SMS_5S3_Jin_010_05_01,80,SMS_5S3_Jin_010_06_01,56,SMS_5S3_Jin_010_07_01,Could it be Yunki?,Could it be Hobi?,Could it be Jeongguk?
81015011-5,Jin,"[""Manager"",""#Manager to go on a summer trip with""]",104,SMS_5S3_Jin_011_02_01,80,SMS_5S3_Jin_011_03_01,56,SMS_5S3_Jin_011_04_01,I'm honored,So unexpected,Who's 2nd?
81015011-19,Jin,"[""Manager"",""""]",104,SMS_5S3_Jin_011_05_01,80,SMS_5S3_Jin_011_06_01,0,0,I want it!!!!,No thanks...,
81015012-9,Jin,"[""Do you happen to know"",""But he's still not back yet T_T""]",104,SMS_5S3_Jin_012_02_01,80,SMS_5S3_Jin_012_03_01,0,0,He's probably still there,I don't think he's at the store,
81015012-17,Jin,"[""Do you happen to know"",""1All while the spicy stir fried pork is burning...""]",56,SMS_5S3_Jin_012_05_01,80,SMS_5S3_Jin_012_06_01,104,SMS_5S3_Jin_012_07_01,%Are you making spicy stir fried pork?,I'll look for Taehyung!,Why do you need cheese?
81025006-3,Suga,"[""Manager"",""Have you eaten?""]",80,SMS_5S3_Suga_006_02_01,104,SMS_5S3_Suga_006_03_01,0,0,I have,Not yet,
81025006-14,Suga,"[""Manager"",""""]",56,SMS_5S3_Suga_006_05_01,80,SMS_5S3_Suga_006_06_01,104,SMS_5S3_Suga_006_07_01,$You helped Seok Jin fix his monitor?,!You helped Taehyung mend his tie?,)You helped build Jeongguk's workout gear?
81025007-6,Suga,"[""Humans are extraordinary"",""and set a new record""]",80,SMS_5S3_Suga_007_02_01,56,SMS_5S3_Suga_007_03_01,104,SMS_5S3_Suga_007_04_01,A new hours worked record?,#A new record for time spent in bed?,A new workout length record?
81025007-19,Suga,"[""Humans are extraordinary"",""""]",56,SMS_5S3_Suga_007_05_01,104,SMS_5S3_Suga_007_06_01,80,SMS_5S3_Suga_007_07_01,How is that even possible?,You lucky duck,Good
81025008-8,Suga,"[""So I"",""And then""]",56,SMS_5S3_Suga_008_02_01,104,SMS_5S3_Suga_008_03_01,80,SMS_5S3_Suga_008_04_01,Namjun walked in?,Taehyung walked in?,Jeongguk walked in?
81025008-22,Suga,"[""So I"",""So I asked him how they all knew""]",80,SMS_5S3_Suga_008_05_01,56,SMS_5S3_Suga_008_06_01,104,SMS_5S3_Suga_008_07_01,Is the passcode too easy?,Did they try random combos?,Did they say you told them once?
81025010-4,Suga,"[""So I"",""Selfie""]",56,SMS_5S3_Suga_010_02_01,80,SMS_5S3_Suga_010_03_01,104,SMS_5S3_Suga_010_04_01,I've never taken a selfie,You did?,Auuuuughhhh
81025010-19,Suga,"[""So I"",""""]",104,SMS_5S3_Suga_010_05_01,56,SMS_5S3_Suga_010_06_01,80,SMS_5S3_Suga_010_07_01,Of course I did!!!,No...,I forgot how
81025011-9,Suga,"[""+[Tropical Night Access Restriction Request]"","",It's hot so I hope you'll quickly agree gogo""]",104,SMS_5S3_Suga_011_02_01,80,SMS_5S3_Suga_011_03_01,0,0,Yes,No,
81025011-24,Suga,"[""+[Tropical Night Access Restriction Request]"",""5are a very great and special employee at this company""]",80,SMS_5S3_Suga_011_05_01,56,SMS_5S3_Suga_011_06_01,104,SMS_5S3_Suga_011_07_01,A rooftop camping trip,&A full spread of Summer-special dishes,",A late-night horror movie screening for all?"
81025012-5,Suga,"[""*You know the story that I told you earlier"",""Keep that a secret please""]",80,SMS_5S3_Suga_012_02_01,104,SMS_5S3_Suga_012_03_01,0,0,Okay,A secret?,
81025012-15,Suga,"[""*You know the story that I told you earlier"",""$Hahah but which part is the secret?!""]",80,SMS_5S3_Suga_012_05_01,104,SMS_5S3_Suga_012_06_01,56,SMS_5S3_Suga_012_07_01,%That your username used to be e.coli?,$When you got hit with a danso flute?,That your nickname was Min Slug
81035006-10,J-Hope,"[""Manager!"",""$But you didn't come to save Hobi T_T""]",80,SMS_5S3_J-hope_006_02_01,104,SMS_5S3_J-hope_006_03_01,0,0,My mistake,I had no idea,
81035006-21,J-Hope,"[""Manager!"",""Hmm... I'm not sure""]",104,SMS_5S3_J-hope_006_05_01,80,SMS_5S3_J-hope_006_06_01,56,SMS_5S3_J-hope_006_07_01,Jimin?,A pencil and notebook,Survival necessities
81035007-8,J-Hope,"[""T____T"",""&I was in bed wide awake for an hour...""]",104,SMS_5S3_J-hope_007_02_01,80,SMS_5S3_J-hope_007_03_01,56,SMS_5S3_J-hope_007_04_01,Have some warm tea,Try counting sheep,Try reading a really boring book
81035007-26,J-Hope,"[""T____T"",""It's pretty late""]",80,SMS_5S3_J-hope_007_05_01,56,SMS_5S3_J-hope_007_06_01,104,SMS_5S3_J-hope_007_07_01,I am,I'm not sleepy,"What about you, Hobi?"
81035008-3,J-Hope,"[""Manager!"",""#Hobi's going to try a new endeavor!""]",104,SMS_5S3_J-hope_008_02_01,80,SMS_5S3_J-hope_008_03_01,0,0,Are you learning that thing?,What kind of endeavor?,
81035008-17,J-Hope,"[""Manager!"",""What would you like to receive?""]",56,SMS_5S3_J-hope_008_05_01,80,SMS_5S3_J-hope_008_06_01,104,SMS_5S3_J-hope_008_07_01,A bouquet,A terrarium,A wreath
81035010-11,J-Hope,"[""Sniffsniff"",""4There was this kinda itchy but painful feeling sniff""]",80,SMS_5S3_J-hope_010_02_01,56,SMS_5S3_J-hope_010_03_01,104,SMS_5S3_J-hope_010_04_01,#I guess it's really a wisdom tooth?,It might be something else,You seemed uncomfortable...
81035010-22,J-Hope,"[""Sniffsniff"",""Right! I know you did!""]",56,SMS_5S3_J-hope_010_05_01,104,SMS_5S3_J-hope_010_06_01,80,SMS_5S3_J-hope_010_07_01,You always brush your teeth,You've barely had any sweets,You brush right after eating!
81035011-10,J-Hope,"[""I, Jeong Hoseok"",""-It's... Drumroll please, chicken noodle soup!""]",80,SMS_5S3_J-hope_011_02_01,104,SMS_5S3_J-hope_011_03_01,0,0,Guess I have no choice...,Amazing!,
81035011-24,J-Hope,"[""I, Jeong Hoseok"",""""]",80,SMS_5S3_J-hope_011_05_01,104,SMS_5S3_J-hope_011_06_01,56,SMS_5S3_J-hope_011_07_01,Eat with Hobi,Have Hobi dance,Eat the dessert Hobi prepared
81035012-7,J-Hope,"[""_Mr. Hobi!! Thank you for the food today!! You didn't forget about the bet for next time, right?"",""%Are you sure it was your first time?!""]",80,SMS_5S3_J-hope_012_02_01,104,SMS_5S3_J-hope_012_03_01,0,0,Ah! I've been exposed...,&It was seriously my first time playing,
81035012-23,J-Hope,"[""_Mr. Hobi!! Thank you for the food today!! You didn't forget about the bet for next time, right?"",""BBut Manager, how did it feel to play a VR game for the first time?""]",80,SMS_5S3_J-hope_012_05_01,104,SMS_5S3_J-hope_012_06_01,56,SMS_5S3_J-hope_012_07_01,It was fun!,Actually... I got motion sick,It was scary
81045006-12,RM,"[""After we got back from our trip"",""4I couldn't go to any of the places I wanted to go to""]",104,SMS_5S3_RM_006_02_01,80,SMS_5S3_RM_006_03_01,0,0,"""You dropped your phone in water???",You got on the wrong bus???,
81045006-23,RM,"[""After we got back from our trip"",""A greater trip??""]",56,SMS_5S3_RM_006_05_01,80,SMS_5S3_RM_006_06_01,104,SMS_5S3_RM_006_07_01,(Did you find somewhere special to visit?,Did you eat something special?,Did you meet someone special?
81045007-3,RM,"[""Last night"",""%I finished writing a really cool song""]",104,SMS_5S3_RM_007_02_01,80,SMS_5S3_RM_007_03_01,0,0,Good work!,You must be tired...,
81045007-14,RM,"[""Last night"",""T_T""]",104,SMS_5S3_RM_007_05_01,80,SMS_5S3_RM_007_06_01,56,SMS_5S3_RM_007_07_01,That's a real bummer...,It was a precognitive dream,Think about that song!
81045008-2,RM,"[""f[<color=#42b7fe>Web</color> Message][Fine Dust Alert-bot]Hello, customer. Fine dust alert-bot, appreciator of deep blue star-studded skies, checking in. Rainy weather will ensure that fine dust levels will stay at 'clear' the next few days, and your fine dust alert-bot will be going on holiday to enjoy it. Please keep this in mind as you head outdoors.""]",80,SMS_5S3_RM_008_02_01,104,SMS_5S3_RM_008_03_01,0,0,"No, come back...",What are your holiday plans?,
81045008-16,RM,"[""f[<color=#42b7fe>Web</color> Message][Fine Dust Alert-bot]Hello, customer. Fine dust alert-bot, appreciator of deep blue star-studded skies, checking in. Rainy weather will ensure that fine dust levels will stay at 'clear' the next few days, and your fine dust alert-bot will be going on holiday to enjoy it. Please keep this in mind as you head outdoors."",""Something special?""]",104,SMS_5S3_RM_008_05_01,80,SMS_5S3_RM_008_06_01,56,SMS_5S3_RM_008_07_01,Weather-appropriate food recs?,Weather-appropriate music recs?,!Weather-appropriate fashion tips?
81045010-12,RM,"[""?Remember when I said that if we were to make a BTS time capsule"","",You can say it was pretty much an excavation""]",104,SMS_5S3_RM_010_02_01,80,SMS_5S3_RM_010_03_01,0,0,Things from your rookie days?,Lost items from the past?,
